Index,Name,Bio Text,Keru Text,Wilex Text,Luna Text
LumistarVanguard,Lumistar Vanguard,"While they don't wield a sword like the other soldiers in Lumistar's army, Vanguards still play an important role as they can improve the defenses of their allies, while also dealing spread damage. Their attacks can hit Ethereal targets, and Dark attacks have no effect on them.<line><line>Some soldiers find them difficult to work with, due to their loud horn blasts and bright lantern flashes, as well as the fact that Vanguards tend to stay behind while letting the other soldiers take the brunt of attacks.","Vanguards usually hide behind the other soldiers, supporting them by boosting their allies Defense with their lanterns. They can also do a stronger Light damage spread attack with their horn blasts.<next>Dark attacks do nothing against them, but Water attacks are their weakness. They are also weak to being made Dizzy.<next>I've heard that they're not especially liked by the other branches of the Lumistar military, because their horn blasts and lantern flashes become annoying after a while.","These guys are the worst! Their horn blasts really hurt my ears, and hiding from their attacks doesn't even work either because of their lantern. Their ridiculous getup makes them immune to Dark attacks somehow.<next>Lantern flashes can also boost the defense of all their allies. At least they don't have as much health as the other soldiers, and they're weak to water.","They do a lot of Light attacks, so hiding from them doesn't work. They can also boost their allies defense by blasting their horn."
LumistarSoldier,Lumistar Solider,"These large, bulky soldiers are one of the core elements of Lumistar's army. The armor is too heavy for tiercels and sparrows to wear, so Lumistar Soliders are almost always formels and polar bears.<line><line>They usually focus on making slow, powerful sword slices, as their armor prevents them from making delicate movements. They can charge up to do a much stronger sword slash. It's important to avoid their charge attacks if possible.","These Soldiers are heavy infantry, wearing heavy armor that gives them high defense. They can attack with a normal sword swing, or with a powerful charge swing. However, they are weak to Fire and Dark damage. You can also try to use Poison and Sleep against them.","That heavy armor slows down their attacks, but they still hurt a lot. I should hide from their charge attack since it does massive damage.<next>That armor doesn't protect them from Dark and Fire attacks though, so I should try using one of those to deal with them. Poison also works on them pretty well.","That sword's almost as tall as I am... Maybe Wilex should get one like that? I think he likes the one he has though. That armor they're wearing gives them a lot of defense, but Fire damage will go through it.<next>They like to do big sword swings, and sometimes they charge up to do a really heavy attack."
LumistarStriker,Lumistar Striker,"These small, nimble fighters form the majority of Lumistar's army. Their armor is not very thick, but it is light enough not to restrict their movement or flight. Most of their training goes into fast and precise sword strikes, allowing them to slice targets many times in quick succession.<line><line>Despite being able to fly, they can only attack on the ground, so they only go airborne for short periods of time. Their main attack is a dual slash attack, but they can also charge in order to do a quadruple slash.","Strikers have armor that gives them some defense. They attack by swinging their swords multiple times, but they can also charge up to do a quadruple slice.<next>They can also fly for short periods of time, but they can't swing their swords while flying.","They have two swords, but can't hit as hard as I can. Looks like they haven't found out that more swords doesn't mean more power. Their charge attack is pretty strong though, so I should hide from it.","They're using two swords, so they can probably slash us a lot of times. They can fly, but they can't attack us while flying so they'll have to come down after a short time. Wilex should try to hide us when they charge up so we don't get hit by that."
Spikeflake,Spikeflake,Spikeflakes have a very stiff structure that breaks immediately after a strong enough hit. They are weak to Earth damage. They can also split themselves into two if left alone for too long. They can blow electric wind to apply Supercharge to themselves and they can shoot icy spikes to deal Light damage three times.,"Spikeflakes can blow electric wind to deal Air/Electric damage and Supercharge themselves, and they can shoot icy spikes at you. Their stiff bodies will make them immune to any attack that doesn't kill them outright, but they can split themselves if left for too long.","They blow electric wind at us and gives themselves Supercharge, and they can also shoot Light damage spikes at us. Weak hits do nothing against them, but one strong hit will break them completely. They'll split apart if left alone for too long, so if we can't beat them normally that is another way to deal with them.","They blow electric wind at us and gives themselves Supercharge, and they can also shoot Light damage spikes at us. If we leave them alone, they'll split into two so we can wait if we can't hurt them.<next>Hitting them won't do anything unless we hit them hard enough to beat them in one hit."
Mirrorwing,Mirrorwing,Mirrorwings can attack by swooping down twice or Illuminate themselves and one of their allies. Attacking anyone will have the Mirrorwing Illuminate the damaged ally and then attack you.,These loud birds are known for their ability to counter attacks on their allies. The counter attack also Illuminates the damaged ally as well.<next>They can also sing a song that gives Illuminate to themselves and an ally. They can also swoop down on you twice.,"They're loud and obnoxious, and annoying to deal with too. They counter all of our attacks, and they can also sing a song that Illuminates themselves and an ally.<next>Grounding them can stop their counter attacks. I better shut them up as soon as I can.","Their songs are beautiful, but they also like countering all our attacks too. Their songs also make their allies Illuminated, so we should probably stop that too."
Beaconwing,Beaconwing,Beaconwings protect their allies that were hit by you. They can do spread Light damage charge attacks that give themselves Soften,"Beaconwings have thick, icy feathers that give them high defense but also make them vulnerable to Fire damage. They do extremely strong Light charge attacks<next>They can also charge themselves to give themselves Soften. Hitting anyone will have the Beaconwing boost their defense.","Beaconwings are covered in thick feathers, so they have a lot of defense. Fire attacks will hurt them a lot more though. Poisoning them is also a good idea too.<next>They can do charged Light blasts, and they can boost the defense of whoever we hit.","Wow, that's a really bulky birdie! It's got a lot of defense, but they're pretty weak to Fire damage. It does big charged Light blasts, and they can protect whoever we hit."
Harmonywing,Harmonywing,Harmonywings sing along with their allies to heal each other. They are weak to all ailments and are very weak to Dark damage.,"Harmonywings can sing songs to heal their allies. They can spit some nectar at their enemies to do weak Water damage. Whenever anyone else sings, they will do an encore that heals all their allies weakly.<next>They are weak to Dark damage, and they are weak to all ailments.","Harmonywings can heal everyone and they can give encores for other songs, so I better take them out first. Any ailments will work on them so that's a good way to stop them. Dark damage is really good against them too.","These little birdies can sing healing songs and give healing encores too. They can attack by spitting at us. We should probably target them first, so that they stop healing everyone."
KingIlum,King Ilum,"The current king of Lumistar. He took power after his brother's death and his nephew's suspicious disappearance, and this uncertainty about his legitimacy has made many people wary about him. This situation was not helped by how radically different he is compared to his brother.<line><line>Ilum is seen by many as being stubborn and ruthless, compared to his brother's more diplomatic nature. Although, his supporters say that his brother was a weak king, who always gave up too much ground to others.","He definitely isn't thinking clearly... We'll need to knock some sense into him. Ilum is a skilled swordfighter who has many different sword attacks. After taking some damage he will start to use empowering moves and charge attacks.<next>He has a normal charge attack and a light beam charge attack. You can only hide from the normal charge attack, so you should pay attention to how he charged up.","I've always known you were nothing more than a stubborn tyrant. You're going to pay for imprisoning everyone! I can hide from most of his attacks, but his light attack is unavoidable.","We're not going anywhere until you free everyone! If you're not going to change your mind, we'll have to change it for you!"
TyrantBlade,Tyrant Blade,"Justice, loyalty and integrity are some of the most important values to Lumistar, yet this version of Ilum has none of these qualities. Traditional laws of Lumistar say that true royal legitimacy comes from the royal sword Light's Edge, whose power can only be wielded by the true ruler of Lumistar. The sword was first forged using pieces from Lumion's feathers and claws.<line><line>Throughout a ruler's reign, the sword may be stronger or weaker when wielded by them, depending on how well they embody the will of Lumion. Despite how tyrannical this version of Ilum is, it seems that the sword approves of his rule, no matter how much his subjects despise him.",KeruDefault_TyrantBlade,"This isn't too different from what the real Ilum is like. He can do the same sword moves as last time, but now he can do multiple on the same turn even from the beginning.",LunaDefault_TyrantBlade
Plateshell,Plateshell,"These turtles have metallic shells, giving them very high defense. Electrical attacks have no effect on them, since all the electricity is conducted by their shells and not by their internal organs. Plateshells can attack by slamming themselves onto their target, or they can shoot a fireball that will make their target berserk.","Plateshells have very armored shells that give them high defense, and make them immune to Electric attacks. They can attack by slamming their shells into you, or by shooting a fireball that can make you Berserk.<next>Water and Earth damage is slightly more effective against them, but you will still have to go through some of their defense.","They're big and really well armored, I can't even pierce that armor with electricity. Water attacks do a little bit more but it doesn't go through all their defenses. They can jump on us or shoot fireballs that make us Berserk.","Plateshells have big metal shells that give them a ton of defense and makes Electric attacks not work on them. I think Earth attacks can get through some of their armor though, so maybe that's what I should be doing."
Speartongue,Speartongue,"These dark scaled creatures have sharp, pointy tongues. They use their tongues to stab into enemies to poison them. Speartongues can also become Ethereal for short periods of time by changing the color of their skin, making them impossible to hit with non-Light attacks. They can also spot Ethereal beings, and they can hit them with a weak eye beam attack.<line><line>Speartongues often find themselves in more reconnaissance based roles in the Glimmerkey Guild due to their ability to become Ethereal and their good eyesight.","Speartongues can hide themselves from your attacks, and they can also hit you by staring you down even if you try to hide yourself. Their tongues can deal Dark damage and inflict Poison.<next>They are immune to Dark attacks, but Light attacks are their weakness.","They have pointy tongues that they can stab us with to poison us, and they can hide themselves sometimes too. They can still hit us even if I try to hide, so that probably isn't a good idea.<next>Light damage is probably what we need, since they can't hide from that.","Their tongues are really pointy, and they can poison us with them. They can try to hide, but they can't hide from a Light Smash! They have a Light attack of their own though, so Wilex probably shouldn't try to hide us."
Chaintail,Chaintail,"Chaintails have shiny, golden colored scales that resemble the gold coins commonly used as currency around the world. They can shock enemies with their claws to paralyze them and they can also hit enemies with their tail. Despite commonly using electrical attacks, Chaintails are not immune to electrical attacks themselves.<line><line>Chaintails are often in the public-facing roles of the Glimmerkey Guild due to their dazzling appearance.","Chaintails are covered in spikes on their back, so stomping on them will hurt you. They can use their claws to do Electric damage and Paralyze you, or they can swing their tails around to do stronger Normal damage.<next>They are immune to Fire damage, but Electric damage still works on them despite how they use Electric attacks. They are also slightly weak to Water damage.","They like doing electrical attacks, so Water damage is probably the way to go here. Fire damage does nothing to them, but Electric damage will still work.","Chaintails have a lot of shiny spikes, so jumping on them is a bad idea. They like doing Electric attacks with their claws, but they can also whip their tails at us too. They're also immune to Fire damage, but Electric damage still works on them."
Sawcrest,Sawcrest,"These strange lizards have sharp, serrated crests on their head and back. They will activate their saws in order to do more damaging attacks. Attacking them will cause them to change their state.<line><line>Blocking their attacks while their saws are engaged is quite difficult, as they move fast and hit all their targets multiple times in quick succession, so it is usually advised to try to prevent their saws from being active.","Sawcrests are aggressive lizards with many sawblades on their body. If their saws are active, their attacks will be a lot more dangerous, so you should try to keep their saws off if you can.<next>Attacking them will toggle their saws from on to off, or from off to on. Stomping on them will only hurt if their saws are active.","They're covered in saws, but they only get dangerous when their saws are spinning. I should try to stop their saws from spinning by attacking them when their saws are on.","All those saws look pretty scary, but Sawcrests aren't that strong if those aren't spinning. I should try hitting them when their saws are spinning to stop them."
Coiler,Coiler,"Coilers are snails with conductive metal on their shells that allows them to store immense amounts of electrical energy for powerful shockwaves. Most of the energy they store is on the outside of their shell, so they will always hide in their shell before doing these strong attacks to protect themselves from their own electricity. Approaching a charged Coiler is a dangerous since their electrical field extends far out from their body.","Coilers can charge themselves to do strong electrical attacks. When they're charged, you shouldn't get close to them or you will get hurt, even if you try to attack with your weapons.<next>Light and Water attacks are more effective against them, so you should use those.","I should stay away from them when they're charged up, since they get covered in sparks. Water is probably good against them, since they like using Electric attacks.","When they're hiding in their shells, we should stay away, since they get covered in sparks that'll hurt us if we try to use our weapons on them. I think Water works well on them though."
Drillbeak,Drillbeak,"Drillbeaks are strange creatures with conical beaks that they use to attack targets. While their propeller and beak are made of metal, the rest of their skin is not, giving them weaker defense than other creatures in the Aether Trench. To compensate for this, Drillbeaks are very aggressive and vicious with their attacks.","Drillbeaks have no defense, but they're very vicious to compensate for that. Their attacks hit multiple times, dealing a lot of damage if you aren't careful.","I have no idea what Luna sees in these things... All I see is another flying pest. They like to jam their beaks in us to hit multiple times. They can do a lot of damage but they don't have any defense, so we can get rid of them easily.","These guys look pretty cute, but they're also really dangerous. They like to poke their beak at us multiple times to attack. I feel kind of bad attacking it though. Maybe Wilex can handle this one?"
Quickworm,Quickworm,"Quickworms are known for their quick bites. On their real turn, they can pass their own turn to others or swoop through all their enemies.","Quickworms act after each of your actions. On their real turn, they can swoop through both of you or pass their turns off to one of the other enemies.","They move pretty fast, so we better target them first. They can give their allies bonus turns or they can swoop through us.",They move so fast! I should get Wilex to handle them first since they're flying.
AetherBoss,Cutle,"Cutle's ultimate goal with the Soul Cores was to help him survive within the Molten Titan and obtain the Glimmerkey from within. He and his brother were the only ones who actually believed the Glimmerkey was within the Molten Titan, with everyone else they knew believing that they're chasing a myth, or that their quest for the Glimmerkey would be the death of them.<line><line>His brother's death within the Molten Titan has done nothing but embolden him. Cutle will stop at nothing to prove his brother right, even if he ends up sharing his fate in the end.",KeruDefault_AetherBoss,WilexDefault_AetherBoss,LunaDefault_AetherBoss
AetherSuperboss,Aurtoise,A form of Aurtoise if he managed to get the Glimmerkey. He uses 2 double sided spears.,KeruDefault_AetherSuperboss,WilexDefault_AetherSuperboss,LunaDefault_AetherSuperboss
PuffJelly,Puff Jelly,"A small, fluffy, floating jellyfish common in the Crystal Hills. Their light coloration camoflages them against the clouds in the sky. Puff Jellies will try to hit their targets from above to avoid being spotted before they attack.","Puff Jellies are small jellyfish found around the Crystal Hills. They attack by falling down on you. You can hit them down with your attacks, but they can fly back up on their turn after being knocked down.",They fly back up pretty soon after I hit them down. Looks like I'll have to take them down to let Luna hit them too.,"They keep flying back up when we get them down, so it sounds like it's Wilex's job to take them out."
Fluffling,Fluffling,A fluffy variant of normal Leaflings. Flufflings ram into enemies instead of biting them.,"Flufflings are similar to Leaflings, but they will ram into anything they come across because they are very territorial. The timing of their attack is slightly unpredictable, so you need to pay attention to them closely to block their attacks.","Flufflings attack by jumping into us. It still hurts us, even though they're covered in fluff. I should pay attention to their attacks, since the timing is hard to predict.","They're so cute and fluffy! But they aren't very cute when they're ramming into us. It's hard to predict how fast they'll jump into us, so I have to watch them carefully."
Floppole,Floppole,"Floppoles are distant relatives of Cactupoles in the desert. Floppoles can't fly, but instead they are more adept at moving by flopping around or flopping onto their enemies. They can flop with Air/Electric element also.","These tadpoles have hard skin and thorns that give them high defense and makes them look like cacti. They can flop onto you to attack, and one of their attacks does Air/Electric damage.<next>Their thorns make them dangerous to jump on, so be careful when dealing with them.","A flopping cactus... Shouldn't be too hard to deal with. They have Air/Electric attacks, so maybe Luna can handle them.<next>Jumping on them is gonna hurt but I might not have much of a choice.",It's a flopping cactus covered in spikes. I should hit them with my hammer since jumping on them will hurt us.
HydroJelly,Hydro Jelly,"A large jellyfish with multiple forms, changing between them based on the types of attacks used against them. The Ice form is grounded and uses defensive moves, but has weaker attacks. The Water form is grounded and has a spread attack. The Cloud form is airborne and strong attacks, as well as a power boosting move and a healing move. More defensive forms have more defense.","Cloud Jellies are complicated creatures that have three different forms. The icy form has the weakest attacks but they can fortify themselves. The water form has two different watery attacks with one being a spread attack.<next>The cloud form can fly and fire off strong lightning bolts, as well as heal and charge themselves. Light, Water and Electric attacks will change them into more defensive forms, while other damage types do the opposite. ","Looks like it has three different forms it can go between. Light, Water and Electric attacks make them go into more defensive forms while other damage types do the opposite. It's weak to Fire in any form though, so that's probably what I should do here.","It looks like Light, Water and Air damage makes them go into weaker forms, while other types of damage makes them become stronger. Fire damage is their weakness in any form, but that makes them stronger."
CrystalCrab,Crystal Crab,"A crystalline creature with sharp claws. Their crystal body is mostly transparent, but some light will refract on the inside. Light attacks deal massive damage to them due to this internal refraction. They can also turn other enemies into crabs if they are at low hp.","Crystal Crabs have high defense, but are weak to Light damage. They are also immune to Electric damage.<next>They can do a triple hit attack that does Normal damage, or they can do a strong Dark attack that hits both of you while inflicting Sleep.<next>They can also turn other enemies into Crystal Crabs, so try to get rid of the crabs first so that can't happen.","These crabs are dark on the inside, so Light damage probably works well against them. I can't get through their defense with Electric attacks, so Luna can probably take care of them.<next>Their claws can hit us multiple times, but they can also blast us with a Dark attack that puts us to sleep.<next>They can also turn lower health enemies into crabs, so I shouldn't leave any of them alive.","The insides of that crab look dark, so Light damage probably hurts them a lot. They can hit us multiple times with their claws or they can put us to sleep with a big Dark attack.<next>I should also watch out for them turning other things into crabs."
CrystalSlug,Crystal Slug,A slug with sparkling skin. They give off a weak light from the inside of their bodies and their eyes. They can shoot light beams from their eyes to attack. Dark attacks are very strong against them due to their light-based nature.,"Crystal Slugs have middling defense, but they are weak to Dark damage. They are also immune to Electric damage. They can attack by slapping you or by staring you down to do strong Light damage and Freezing you.<next>You should try your best not to get frozen by their attacks, by taking them out before they can stare you down.","They're glowing on the inside, so Dark damage probably hurts them a lot more. Electric attacks won't work on them though. I should watch out for their freezing stares.","They're bright on the inside, so Dark attacks probably hurt them a lot. They can slap us, or freeze us by staring at us."
CrystalClam,Crystal Clam,"A clam that has trouble attacking on its own, but it can heal its allies or remove positive effects from its enemies. If left alone for too long, they will use a strong explosion attack. They will also explode if they have no allies left.","Crystal Clams don't have any normal defense, but their reinforced bodies will make them immune to any attack that doesn't kill them outright. They cannot attack directly normally, but they can remove your buffs or heal their allies.<next>Don't leave them for last, as they will explode if they have no other allies. They will also explode after enough time has passed.","These guys can't attack normally, but they can heal or remove our buffs. Weak hits do nothing against them, but one strong hit will break them completely. They'll explode if left alone for too long, or if their allies are gone.<next>I should take them out first so they can't keep healing everyone.","They won't attack us most of the time, but they will keep healing all their allies and clearing all our buffs, so we should take care of them pretty quickly. If we leave them alone, they'll blow up on us too.<next>Hitting them won't do anything unless we hit them hard enough to beat them in one hit."
AuroraWing,Aurorawing,"These strange creatures have iridescent wings that they use to spread crystal dust to attack enemies and boost their allies. They are quite fragile, making them weak to all statuses.<line><line>Aurora Wings are made up of many different types of gemstones, which gives them a wide array of elemental attacks and support moves.","Aurora Wings are flying birds with crystalline wings. They can blow gemstone dust at you to boost all their allies while also doing damage to you. You should focus on them first, as they can heal their allies or boost their attack and defense.<next>Light damage will be absorbed by them, and Dark attacks are their weakness. They are also weak to all ailments.","Their wings look kinda flimsy, I think ailments could work well against them. They spread dust everywhere to hurt us and boost all their allies, so I better take them out fast or make sure they can't do anything.<next>Dark attacks are their weakness, so I should get ready to do one once I get them down.","They're really pretty, but also really dangerous. The wind they blow will boost all their allies and also hurt us too. Light attacks will heal them, so I shouldn't use any of those. I think they're weak to Dark attacks though.<next>Ailments are also good against them too, so that's another way to deal with them."
FinalBoss,Cyclus,"The Top Adventurer, consumed by ambition and wielding the combined powers of the Soul Crown, Glimmerkey and Mother Core. He believes the world is filled with lazy weaklings, who are unworthy of life.<line><line>In his eyes, the world needs someone like him to establish a new order, a world where weakness and imperfection are stamped out under his command. He has skill with bladed weapons of all kinds, making him a versatile and unpredictable fighter.",KeruDefault_FinalBoss,WilexDefault_FinalBoss,LunaDefault_FinalBoss
FinalSuperboss,King of Ideals,"Cyclus's true origins were within the Realm of Possibility. Lady Meryl entered the Realm in search of her sister, and found an orphaned egg.<line><line>She raised the egg as her own son, who she named Cyclus. Being from the Realm of Possibility filled his mind with the knowledge and ideals of those in the Realm, allowing him to become a weapons master at a young age.<line><line>However, this is also the reason behind his beliefs, as his frustration with the imperfect world fueled his ambitions to reshape it no matter the cost.",KeruDefault_FinalSuperboss,WilexDefault_FinalSuperboss,LunaDefault_FinalSuperboss
DarkBurrower,DarkBurrower,"Dark Burrowers are carnivorous plants that are stronger versions of Burrow Traps. They often try to take their prey by surprise, by emerging right next to them. Pollen from their bites makes their prey sleepy, making it harder for them to escape or fight back.<line><line>If they or any of their allies are attacked, they will retaliate with an attack stronger and faster than normal. Killing them won't stop them from countering, as they will get one last hit before dying.","Dark Burrowers attack by biting you and covering you in sleepy pollen. The pollen makes you Sleep for a short time, so you probably want to take care of them first if you aren't good at blocking.<next>However, they will retaliate whenever you hit them or any of their allies, so you should try to use your strongest attacks on them to get rid of them more quickly. They will always be able to make at least one counter attack though, no matter how hard you hit them.","They really want to put us to sleep with their pollen and they also counter when they get hit or any of their allies get hit, so I should hit them as hard as I can. But even if I do that, they'll still get one more counter in before they die.","Their pollen makes us sleepy, and they will also fight back when we hit them or any of their friends. Let's give them everything we got!"
Shadew,Shadew,"Shadews are dark and sticky plants that are stronger versions of Sundews. They will lob these large droplets at anyone who gets near them to splash all of them.<line><line>Attacking them will also cause them to retaliate, so care must be taken when trying to remove them. Killing them won't stop them from fighting back, as they will get one last attack in.","Shadews attack by fling large sticky droplets towards you. Those droplets inflict Poison, so you should try your best to avoid them.<next>Attacking them will make them retaliate, so you should try to use your strongest attacks on them to get rid of them more quickly. They will always be able to make at least one counter attack though, no matter how hard you hit them.","I better avoid those poison droplets they splash on us. They strike back when they get hurt, so I should hit them as hard as I can. But even if I kill them in one hit, they still get one last counter attack.","I really don't want that poison in my fur, so I should try avoiding their attacks. They fight back when they get hit though, so I should hit them as hard as possible. They can splash us both with their attacks too."
VileBloom,Vilebloom,"Vile Blooms are strange purple slimy creatures that are not ctually plants. They will attack by throwing dual balls of water at their target or by blowing dusty wind. Their tentacles are dark and toxic, making direct contact with them dangerous. They are weak to all ailments. They can heal themselves after any of their allies dies.","They are not actually flowers, but they still draw energy from the ground. You should prioritize them first, since they can heal themselves if any of their other allies dies.<next>Their tentacles are also covered in dark slime so you shouldn't stomp on them. They are weak to all ailments. You should not use Water or Earth attacks as they can absorb Water and are immune to Earth damage.","Weird looking flowers... Those tentacles are covered in dark slime that hurts if we stomp on them. They can lob double slime balls at us or blow dusty wind at us.<next>We better get rid of them fast so they heal themselves if we deal with the other enemies. They're weak to all ailments, so maybe that's the way to deal with them.",I can't tell if these are flowers or not... Getting a closer look is probably a bad idea since I'll get slimed by their tentacles. They can dust us or throw slime balls at us. They also heal themselves if their friends die.<next>We should get rid of them so they can't do that.
Thornweed,Thornweed,"Despite their large size, they are very fragile, they can only survive a few hits no matter how strong they are. They can attack by sundering everyone or by spinning against the front enemy.","Thornweeds are covered in thorns, like what the name suggests. You should avoid being hit by their spikes, since they cn sunder you. No matter how hard they are hit, they barely take any damage, but they can only withstand a few of these hits.","All those spikes are make it hard to get a good hit on them, but only a few hits will take them down. I won't get poked by the spikes if I Electro Stomp them, so that's probably the way to beat these things.",So sharp and pointy... I should get rid of them fast so I don't get poked. It only takes a few hits to break them so it shouldn't be too hard to get rid of them.
Plaguebud,Plaguebud,"These strange creatures look similar to Leaflings and Flowerlings, but they are much stronger. They can shoot seeds from the flowers on their head and tail to inflict powerful debuffs. The tail flower is more dangerous, as the seeds will do more damage and poison their targets.","Plaguebuds can bite you, but they will usually attack by launching seeds from the flower on their head or the flower on their tail.<next>The tail seed is more dangerous, as it will poison you as well as give every other enemy a chance to lower your defense.<next>The head seed is weaker, but it will give the other enemies a chance to heal themselves and lower your attack when they hit you. They can absorb Water damage, but they are slight weak to Fire and Light damage.","Watering them will heal them, so I shouldn't do any water attacks. They have a lot of health and they can shoot seeds at us to let their allies heal by attacking us. Fire damage can probably get rid of them pretty quickly though.","They're big and bulky, but they don't have a lot of defense. They like to shoot seeds at us that let their allies heal by attacking us. I should watch out for their tail sprout, since it does a lot more damage and Poisons us.<next>I think Fire and Light damage can get rid of them pretty quickly."
Starfish,Starfish,"Starfish appear quite fragile, but their strange structure makes them surprisingly resilient. No matter how hard they are hit, they barely take any damage, but they can only withstand a few of these hits. They bear a resemblance to Strange Tendrils, which suggests that Starfishes could be a juvenile form of Strange Tendrils.<line><line>Starfishes can use many different powerful spread damage attacks that also inflict debuffs. They will also split off if hit without killing them.","They look fragile, but Starfish are tougher than they look. No matter how hard you hit them, they barely take any damage, but you can still beat them with only a few hits.<next>Make sure you remove them quickly, since they have strong spread attacks that also inflict debuffs.<next>They will also split into two if you hit them, so try to hit them with multi hit attacks.","They barely have any health, but it looks like I still have to hit it a few times to beat it. Their attacks are really dangerous too, so I should hit them as many times as I can<next>They can split into two if I don't kill them, so tht's more reason I should hit them a lot.","I don't understand them at all... No matter how hard I hit them, they barely flinch, but they seem pretty fragile though. I think Wilex can deal with them better than I can.<next>If I hit them they'll split into two, so he can probably beat them with a bunch of hits at once."
CursedEye,Cursed Eye,"Cursed Eyes have sensitive eyesight, allowing them to see Ethereal targets, but they are vulnerable to bright lights. They will remain airborne now matter how hard they are hit, and they are immune to all negative effects. Their unfocused gaze will deal weaker spread Light damage, while their focused gaze will deal stronger Dark damage. They tend to focus their gaze on those with less health. If they are hit, they will stare down their attacker in retaliation.","These eyeballs usually like to focus their attention on whoever has less health, but they can also use a spread Light attack as well. No matter what you do, you can't bring them down or even inflict negative effects on them.<next>Attacking them provokes a counterattack, so you need to prepared for that.","It's staring me down... I don't like it. They like to focus their attention on whoever seems the most vulnerable. Hiding from it doesn't work, and there's no way to get them down.<next>I'll probably have to deal with them alone, even if it means provoking them to counter me.","There's no way to bring it down, so it would take a lot of Energy for me to get rid of it. Maybe I should focus on helping Wilex. He should be careful though, since hitting them makes them hit back."
StrangeTendril,Strange Tendril,"Strange Tendrils can extend very deep underground or underwater, so only a small part of their length is actually visible most of the time, except when they are attacking or coiling up. Their skin gives them high defense and immunity to electricity. However, statuses are very effective against them. Attacking one tendril appears to make nearby tendrils flinch as well, which implies that they are connected, but nobody has been able to determine for sure whether or not they are all actually connected to each other.","Strange Tendrils are very durable, giving them high defense including a lot of defense against Electricity. However, they are weak to all ailments, so you should try to use poison against them if you can.<next>They can slam into you as their attack, or they can coil up to boost the defense of themselves and one of their allies.","What are these things made of? They have a lot of defense and electrical attacks can't even pierce that. They're really weak to poison though, so maybe that's how I should beat them.<next>Getting rid of them fast is pretty important, since they'll boost the defense of their allies.","I've always been creeped out by these things... They can wriggle around to boost one of their allies defense or they can slam into us as their attack. They have really high defense too, and Electric attacks can't pierce it.<next>I think ailments will work on them though. Maybe Wilex can take them down with poison?"
DrainBud,Drain Bud,"Drain Buds are strange flower-like creatures known for their ability to heal from most attacks instead of taking damage. However, they can still be hurt by Light, Fire and Electric attacks. Statuses are also very effective against them. Their main attack is to drain health from opponents by enveloping them, damaging them in a three hit pattern.","Drain Buds can heal from most attacks, but they are weak to Light, Fire and Electric damage. They are also especially weak to statuses as well. Like their name suggests, they will try to drain health from you as their attack.<next>You should try to focus on them first, since otherwise they may be able to heal back all the damage you do to them.","Hitting them normally will make them heal, so I should try using Fire or Electric attacks on them. I better take them out first, so they don't suck the life out of us. It'll also be annoying to try to hit everyone at the same time with them around.","They heal if we hit them normally, so we should try to be careful around them. I think Fire and Light damage can still hurt them normally though, and they are weak to all ailments. They can drain the life out of us, so we should get rid of them first."
